Edge_Number,Clustering_Coefficient
27.0,0.1246226821905994
0.0,0.19158200290275762
74.0,0.05263157894736842
86.0,0.11976284584980237
94.0,0.05701754385964912
100.0,0.07047872340425532
178.0,0.08274743104380747
230.0,0.05125
242.0,0.1798914263556399
246.0,0.05081967213114754
269.0,0.08204633204633205
294.0,0.03961748633879782
304.0,0.11810344827586207
308.0,0.07709699299118246
324.0,0.08192389006342495
364.0,0.08406944867499239
367.0,0.05851413543721236
401.0,0.19579974543911752
419.0,0.0
57.0,0.007121959483674227
1.0,0.0
113.0,0.008638988991459743
166.0,0.020384320992627804
280.0,0.006648232479447869
413.0,0.027465504244370883
416.0,0.004519611666427208
428.0,0.0063756319427230755
2.0,0.0
3.0,0.17777777777777778
215.0,0.0
309.0,0.010889202365926696
339.0,0.022446659440023265
451.0,0.01166362513176836
4.0,0.0
5.0,0.0
6.0,0.050720461095100866
24.0,0.09736680955296999
25.0,0.03353057199211045
31.0,0.03408316291751875
61.0,0.037360890302066775
70.0,0.06346851302340917
73.0,0.09736680955296999
92.0,0.036055923473142015
98.0,0.09797917942437231
132.0,0.07089669638175145
138.0,0.15605749486652978
146.0,0.03353057199211045
154.0,0.15309126594700687
183.0,0.03353057199211045
203.0,0.03666921313980138
207.0,0.03741701870850935
235.0,0.05013736263736264
262.0,0.05013736263736264
275.0,0.0594554699032311
277.0,0.03353057199211045
299.0,0.09541102674149884
320.0,0.0
334.0,0.14522821576763487
335.0,0.0
347.0,0.03150074294205052
353.0,0.09638922888616891
358.0,0.07858376511226252
371.0,0.0
377.0,0.07527713328177366
378.0,0.02702940658566649
380.0,0.10783273190405435
384.0,0.09037433155080214
392.0,0.0
400.0,0.08087071240105541
405.0,0.09541102674149884
410.0,0.0
414.0,0.09541102674149884
425.0,0.06449704142011835
429.0,0.03200624512099922
431.0,0.09580130100532229
442.0,0.0
7.0,0.11454792658055744
8.0,0.0
9.0,0.20615384615384616
212.0,0.41028410932267473
10.0,0.0
11.0,0.5
12.0,0.0
13.0,0.0
14.0,0.07397260273972603
15.0,0.14583333333333334
16.0,0.23809523809523808
17.0,0.0
18.0,0.0
19.0,0.0954730121880441
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.12205128205128205
141.0,0.0
287.0,0.0
46.0,0.07692307692307693
76.0,0.0825380448800619
78.0,0.10593792172739541
102.0,0.11186186186186187
136.0,0.1032051282051282
150.0,0.05172413793103448
153.0,0.12588652482269502
157.0,0.14623172103487064
162.0,0.14727722772277227
170.0,0.07889546351084813
264.0,0.12428687856560718
266.0,0.1032051282051282
296.0,0.05555555555555555
307.0,0.091454802259887
323.0,0.1032051282051282
342.0,0.11555721765145849
368.0,0.05141242937853107
434.0,0.05853658536585366
26.0,0.20625
28.0,0.2222222222222222
29.0,0.0
32.0,0.22611464968152867
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.10843373493975904
38.0,0.13157894736842105
39.0,0.0
40.0,0.20867768595041322
41.0,0.23684210526315788
42.0,0.0
43.0,0.17
44.0,0.0
45.0,0.07987220447284345
148.0,0.38095238095238093
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.28802588996763756
51.0,0.0
52.0,0.15916955017301038
53.0,0.0
54.0,0.0
55.0,0.270935960591133
56.0,0.0
60.0,0.0
62.0,0.0
63.0,0.13186813186813187
64.0,0.0
65.0,0.17
66.0,0.268370607028754
67.0,0.17777777777777778
68.0,0.1908831908831909
69.0,0.3333333333333333
71.0,0.1095890410958904
72.0,0.0
75.0,0.0
81.0,0.0
82.0,0.23553719008264462
84.0,0.2777777777777778
89.0,0.0
90.0,0.0
91.0,0.0
93.0,0.0
95.0,0.21180124223602484
96.0,0.234375
99.0,0.0
101.0,0.19981751824817517
106.0,0.0
109.0,0.0
110.0,0.14057507987220447
111.0,0.0
112.0,0.0
114.0,0.0
115.0,0.08614232209737828
116.0,0.0
118.0,0.0
119.0,0.0
121.0,0.0
122.0,0.0
123.0,0.18216463414634146
124.0,0.0
125.0,0.12403100775193798
126.0,0.0
127.0,0.2311111111111111
129.0,0.20118343195266272
133.0,0.08679245283018867
134.0,0.0
139.0,0.21875
140.0,0.2135593220338983
142.0,0.04931972789115646
143.0,0.15637860082304528
145.0,0.0
149.0,0.0
151.0,0.0
152.0,0.0
158.0,0.25
159.0,0.21875
163.0,0.0
164.0,0.0
167.0,0.0
168.0,0.0
169.0,0.2112
171.0,0.0
173.0,0.0
176.0,0.05390428211586902
180.0,0.15037593984962405
181.0,0.36
182.0,0.0
184.0,0.17095709570957096
185.0,0.0
186.0,0.0
189.0,0.32786885245901637
190.0,0.2218208092485549
192.0,0.0
193.0,0.21875
199.0,0.0
200.0,0.0
201.0,0.1101123595505618
204.0,0.19584332533972823
206.0,0.0
209.0,0.0
210.0,0.0
211.0,0.0
217.0,0.24224137931034484
219.0,0.0
221.0,0.09053497942386832
222.0,0.0
223.0,0.0
224.0,0.0
227.0,0.23809523809523808
228.0,0.0
229.0,0.0
233.0,0.0
234.0,0.5
237.0,0.2777777777777778
238.0,0.0
239.0,0.0
240.0,0.14057507987220447
241.0,0.2311111111111111
243.0,0.0
245.0,0.0
247.0,0.2311111111111111
248.0,0.0
251.0,0.13837095191364082
252.0,0.19607843137254902
256.0,0.14583333333333334
257.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
263.0,0.0
267.0,0.0
268.0,0.21180555555555555
272.0,0.0
273.0,0.0
274.0,0.13609467455621302
276.0,0.0
278.0,0.0
279.0,0.0
281.0,0.0
286.0,0.2878787878787879
288.0,0.3055555555555556
290.0,0.13732892873997168
293.0,0.15307820299500832
295.0,0.3055555555555556
298.0,0.14779411764705883
301.0,0.0
302.0,0.0
305.0,0.18102564102564103
306.0,0.20943952802359883
311.0,0.0
313.0,0.033261802575107295
316.0,0.0
317.0,0.2
319.0,0.11042944785276074
321.0,0.0
322.0,0.0
325.0,0.0
326.0,0.2
328.0,0.0
329.0,0.0
330.0,0.3611111111111111
331.0,0.07260781671159029
336.0,0.13216957605985039
337.0,0.0
344.0,0.0
345.0,0.0
346.0,0.0
348.0,0.09053497942386832
349.0,0.0
350.0,0.2311111111111111
352.0,0.22075055187637968
354.0,0.18877551020408162
355.0,0.15166666666666667
356.0,0.0
360.0,0.10912052117263844
361.0,0.14102564102564102
365.0,0.0
366.0,0.1273779983457403
369.0,0.19592875318066158
370.0,0.0
372.0,0.0
373.0,0.0
374.0,0.0
376.0,0.25225225225225223
381.0,0.2603550295857988
382.0,0.0
383.0,0.07169287696577244
388.0,0.18404907975460122
389.0,0.1680327868852459
390.0,0.1792452830188679
391.0,0.0
393.0,0.13186813186813187
395.0,0.0
396.0,0.1828978622327791
398.0,0.0
399.0,0.0
402.0,0.0714443707144437
404.0,0.0
406.0,0.23255813953488372
407.0,0.16938775510204082
408.0,0.13395031660983925
409.0,0.0
411.0,0.0
412.0,0.0
415.0,0.15702479338842976
417.0,0.14102564102564102
420.0,0.2012401352874859
422.0,0.0
423.0,0.0
424.0,0.0
430.0,0.0
432.0,0.0
433.0,0.0
435.0,0.0
437.0,0.0
438.0,0.14102564102564102
439.0,0.0
440.0,0.1944922547332186
441.0,0.17142857142857143
443.0,0.0
444.0,0.0
445.0,0.24778761061946902
449.0,0.1978021978021978
450.0,0.15612648221343872
453.0,0.0
455.0,0.0
58.0,0.0
59.0,0.0
88.0,0.2986111111111111
340.0,0.0
446.0,0.0
77.0,0.0
80.0,0.0
83.0,0.0
85.0,0.0
87.0,0.0
97.0,0.0
103.0,0.0
104.0,0.0
107.0,0.0
108.0,0.0
236.0,0.0
338.0,0.0
117.0,0.0
120.0,0.0
128.0,0.0
130.0,0.0
131.0,0.0
135.0,0.0
137.0,0.0
144.0,0.0
147.0,0.0
155.0,0.0
156.0,0.0
160.0,0.0
161.0,0.0
165.0,0.0
244.0,0.0
312.0,0.0
314.0,0.17865429234338748
327.0,0.0
359.0,0.0
375.0,0.0
379.0,0.25
394.0,0.0
403.0,0.17391304347826086
418.0,0.22448979591836735
421.0,0.0
172.0,0.0
174.0,0.0
175.0,0.0
177.0,0.0
179.0,0.0
187.0,0.0
188.0,0.0
191.0,0.0
194.0,0.23076923076923078
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
202.0,0.0
205.0,0.0
214.0,0.0
285.0,0.26666666666666666
216.0,0.0
225.0,0.0
226.0,0.0
231.0,0.5
232.0,0.0
250.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
258.0,0.0
265.0,0.0
270.0,0.0
271.0,0.0
284.0,0.0
289.0,0.0
357.0,0.0
363.0,0.0
385.0,0.0
427.0,0.0
447.0,0.0
282.0,0.0
283.0,0.0
291.0,0.0
292.0,0.0
300.0,0.0
303.0,0.0
249.0,0.0
333.0,0.0
310.0,0.0
315.0,0.0
318.0,0.0
332.0,0.0
341.0,0.0
351.0,0.0
362.0,0.0
387.0,0.0
397.0,0.0
448.0,0.0
452.0,0.0
436.0,0.0
