Edge_Number,Betweenness_Centrality,Pagerank_Values,Clustering_Coefficient,Degree_Centrality,Average_Neighbor_Degree
33,0.007130754707847219,0.0013928596285086576,0.9565727288639944,0.5274725274725275,292.98319327731093
38,0.8288376821416469,0.0031009174432746547,0.6441673276608019,1.0373626373626375,215.30434782608697
40,0.8516338287263396,0.0030811347925416743,0.6218880735203347,1.189010989010989,213.2074074074074
50,0.7507624534056252,0.0023410040528987356,0.854673227130312,0.6637362637362637,267.2068965517241
53,0.8231156508689548,0.004528859921985835,0.5320641282565131,1.2065934065934065,194.62264150943398
65,0.3160139420051314,0.0018549513718730893,0.8635987223470957,0.7582417582417582,259.6860465116279
66,0.41054364138064575,0.0027672968129448783,0.7026146020113823,0.9978021978021978,230.78280542986425
67,0.2730696616159171,0.0023160668619581007,0.7267783954875624,0.978021978021978,229.82805429864254
71,0.40271094544222297,0.002273578172062942,0.7615829694323144,0.9428571428571428,234.25
81,0.10554291523454518,0.001648378176496788,0.9343219786807058,0.610989010989011,281.978102189781
82,0.5885123686885801,0.003906819913420374,0.5578883921844392,1.389010989010989,203.25324675324674
84,0.37995836762356583,0.0023143213337179173,0.7375872602438021,1.0065934065934066,231.29694323144105
90,0.5886914847267269,0.00240946556932017,0.8457375330409487,0.810989010989011,257.2513966480447
123,0.8354552936050733,0.002450613543681123,0.7523770536542765,0.9428571428571428,238.37019230769232
133,0.7516047828823159,0.0037995014555255065,0.6151154358567887,1.0725274725274725,212.81854838709677
140,0.5459892530377112,0.0018454406496439895,0.8074301369863014,0.6659340659340659,241.03636363636363
142,0.7512852785980538,0.002847936007867411,0.7497258373521833,0.8571428571428571,250.17297297297299
143,0.1464152587500605,0.00198229801047009,0.8036178256104619,0.8879120879120879,243.0148514851485
150,0.7279614658469283,0.0020337828328869114,0.821582556563873,0.6879120879120879,244.85474860335196
162,0.7486033789998547,0.0027156359777440768,0.6772770106936534,1.0879120879120878,219.04048582995952
163,0.3707459940940117,0.0019275952039218497,0.8486026313526529,0.7516483516483516,260.5357142857143
168,0.9279663068209323,0.0024566359201453536,0.9186498658725666,0.6285714285714286,289.8968253968254
180,0.918933049329525,0.002704647461835618,0.7136191582655623,1.0175824175824175,228.54782608695652
190,0.7276758483806941,0.0029817979254533533,0.7202484054367982,0.9758241758241758,239.49756097560976
200,0.9699423924093526,0.007168021529069031,0.6316227604903347,1.1472527472527472,224.1596638655462
222,0.22441303190201867,0.001948605881903453,0.8561190283534521,0.7670329670329671,259.9080459770115
223,0.016711042261703054,0.0013679121709180091,0.9592451943781075,0.4989010989010989,297.3805309734513
229,0.9016072033693179,0.0017714021279454178,0.9344619036852815,0.5868131868131868,286.7651515151515
237,0.2645979571089703,0.0022595304589757355,0.7408597311065998,1.0065934065934066,232.0353982300885
245,0.33237643413854867,0.0014582242604470356,0.9607637676097334,0.5010989010989011,298.5217391304348
259,0.6492617514643946,0.002623014079481189,0.7888459590307799,0.9076923076923077,239.19815668202764
272,0.7992448080553807,0.0028100690094053533,0.7648414829278876,0.8461538461538461,248.59459459459458
276,0.31967371835213243,0.001896044605657195,0.8679498412003066,0.7296703296703296,260.7951807228916
279,0.16032821803746913,0.0018934953935295464,0.8434208726576392,0.7538461538461538,257.5906432748538
305,0.4679430701457133,0.0032557488529791714,0.5198798544892772,1.3626373626373627,189.1795665634675
306,0.8249116522244275,0.004480976257423838,0.5473832688913172,1.3582417582417583,196.86581469648561
313,0.927680689354698,0.004070584804901399,0.5620211102423769,1.2197802197802199,201.59272727272727
319,0.5026480127801713,0.002274125196597697,0.7668229583902738,0.9076923076923077,237.25345622119815
348,0.7490874764002516,0.004061022642353019,0.5881696228143164,1.2725274725274724,205.08813559322033
372,0.7381420341772764,0.0032315876351264408,0.6468540498104476,0.9692307692307692,216.44247787610618
376,0.9065643607493827,0.0026040528470932614,0.7952939235912857,0.8747252747252747,245.751269035533
381,0.2690903809846541,0.0023305574897562907,0.7354713103672057,0.9472527472527472,229.83410138248848
388,0.7328169627729099,0.0021961225457506656,0.7931637419517737,0.8769230769230769,241.5820895522388
390,0.6239918671636733,0.002943952654511571,0.6925784245699886,1.0307692307692307,228.18565400843883
407,0.48281938325991186,0.00283166488417451,0.7408114291398304,0.8835164835164835,238.7536945812808
411,0.5104322989785545,0.0015963542269854872,0.9434622790127779,0.5274725274725275,287.09090909090907
423,0.2571961078569008,0.0015503981238224858,0.9388915331323708,0.6065934065934065,283.8840579710145
430,0.9680544125478046,0.001700559248417759,0.9550622841398579,0.5010989010989011,296.9099099099099
432,0.01722418550612383,0.0015283323145400315,0.9358743810268438,0.610989010989011,280.8776978417266
440,0.6392360943021735,0.003752966900536415,0.6087266048253327,1.167032967032967,208.9320754716981
449,0.5941811492472285,0.002445196689833021,0.8147773139920926,0.8395604395604396,246.54358974358973
4,0.08586919688241273,0.0013758232384947252,0.8837053130555007,0.4967032967032967,273.3478260869565
3,0.9035532749189136,0.0025828756359487426,0.7167031371641382,0.9604395604395605,232.60280373831776
5,0.44536960836520306,0.0014766504717588376,0.9414330396855003,0.5824175824175825,282.203007518797
9,0.24680253667037808,0.0024316051742027966,0.7003202882594335,0.9846153846153847,227.03587443946188
10,0.2000919785060754,0.001471811810973923,0.9040897575099529,0.49230769230769234,279.70175438596493
11,0.2931016120443433,0.0015327649700914822,0.9380642764257848,0.512087912087912,283.36206896551727
13,0.3693759984508883,0.002169645328980967,0.7887244614529967,0.7934065934065934,250.39444444444445
18,0.703814687515128,0.0011746571816579835,0.9177978248039794,0.34065934065934067,298.1818181818182
21,0.030904778041341917,0.00152116648836704,0.9150618191846303,0.6505494505494506,271.1689189189189
28,0.8828871568959674,0.002755799428165434,0.8525826603687338,0.7142857142857143,268.2435897435897
39,0.7318051992060802,0.0024909227504276393,0.8347419729898936,0.6593406593406593,271.3893129770992
41,0.4802923948298397,0.002204383237446141,0.7722913505311078,0.8,244.703125
43,0.119107324393668,0.0018123629113784411,0.8664572578812376,0.7736263736263737,257.5056818181818
47,0.5565522583143728,0.0027526609590380674,0.6605514490444223,0.9714285714285714,220.4204081632653
51,0.029132981555889042,0.0014925636939888288,0.9402899107228568,0.5516483516483517,284.3095238095238
55,0.9606816091397589,0.003208911736122868,0.7047938386184955,0.9208791208791208,238.6497461928934
64,0.2800116183376095,0.0014449455591851053,0.9049235244853882,0.4703296703296703,281.9816513761468
72,0.0010553323328653724,0.0012814222928081464,0.8856238547392971,0.5406593406593406,269.104
85,0.014251827467686497,0.0015181964683919666,0.9395584244113548,0.6307692307692307,277.96527777777777
87,0.0928014716560972,0.0014501951581830487,0.9300667998071758,0.5318681318681319,276.6198347107438
91,0.25007019412305753,0.0014502181905618637,0.8689970597843842,0.45714285714285713,267.0188679245283
96,0.44336060415355566,0.0019180892767090094,0.8756044434763668,0.6681318681318681,266.67973856209153
104,0.28589824272643655,0.001509101868828046,0.8944542867879959,0.42637362637362636,280.4141414141414
106,0.32455826112213776,0.0016010821724588304,0.8700026228034021,0.5098901098901099,265.8050847457627
107,0.008181246066708621,0.0014366259629019478,0.9447007442947654,0.5626373626373626,283.875
109,0.14750931887495763,0.001471748069180487,0.9636540158870256,0.5252747252747253,303.635593220339
125,0.9018492520695163,0.002566685919113138,0.756305120522121,0.8945054945054945,246.93333333333334
126,0.08907392167304061,0.0016626944826243946,0.8598574085554866,0.5604395604395604,267.15625
128,0.7903228929660647,0.0017217208549845896,0.9126482785225191,0.6351648351648351,271.9225352112676
130,0.5741927675848381,0.0016442311734932435,0.9259614003160768,0.6373626373626373,274.00689655172414
144,0.07142373045456746,0.0015694988023112616,0.8472348968789926,0.6923076923076923,250.23076923076923
145,0.7715108679866388,0.0015894681550015066,0.8780664290000353,0.5252747252747253,265.23770491803276
147,0.20443917316164012,0.0014543419128358113,0.8792158004561557,0.44835164835164837,281.5576923076923
152,0.3890593987510287,0.0017423385318299125,0.8027047369315561,0.6329670329670329,252.625
160,0.6299946749285956,0.0012189813732122801,0.9442202254035943,0.35824175824175825,304.1585365853659
161,0.01809556082683836,0.0009855995953218794,0.9360109539023277,0.3274725274725275,303.3378378378378
171,0.7174081425182747,0.0016449048520390894,0.8668088937602756,0.4989010989010989,269.6
175,0.006312630101176356,0.0009686004197879797,0.9186499350930333,0.3362637362637363,295.69736842105266
179,0.4671007406690226,0.001475346070758722,0.9067477364351332,0.5428571428571428,275.6422764227642
189,0.3146584692840199,0.0018067542091557286,0.9032258064516129,0.5956043956043956,275.7080291970803
192,0.9048797017960013,0.0028391923253186383,0.7620933284502228,0.7978021978021979,244.13812154696132
194,0.868456213390134,0.002403542185109537,0.9042331288343558,0.4879120879120879,298.25
206,0.015708960642881346,0.0011779773182411671,0.8888538247917193,0.3934065934065934,270.9130434782609
210,0.925003630730503,0.0027514444473955976,0.8837050029232439,0.7626373626373626,267.4823529411765
215,0.09977247422181343,0.0013206257002533928,0.949543937708565,0.46813186813186813,291.2358490566038
219,0.9713753207145277,0.005649699077920976,0.6845654663443186,0.9956043956043956,224.64853556485355
228,0.14590211550563972,0.0014598069403513251,0.8891544450479811,0.5186813186813187,275.0833333333333
231,0.08580142324635716,0.0011845373130668377,0.9364718235911795,0.37362637362637363,283.22093023255815
232,0.13592970905746235,0.001123538831938613,0.9447985308415253,0.3010989010989011,314.94202898550725
238,0.04312339642736118,0.0013570014480197316,0.9031854937515315,0.4461538461538462,267.93203883495147
240,0.4787190782785496,0.002221448843137577,0.7407809536267905,0.8615384615384616,240.2295918367347
244,0.7298591276564844,0.0019493164466296451,0.8318908326358978,0.6901098901098901,256.5379746835443
250,0.2573026092849881,0.0015480149608107898,0.9384092520599525,0.6307692307692307,277.8333333333333
260,0.023701408723435152,0.001320742265892467,0.9013561741613133,0.45274725274725275,275.5904761904762
263,0.8284794500653531,0.0019379182848996666,0.9036589342276877,0.6461538461538462,269.81456953642385
265,0.04027690371302706,0.0014674454204478041,0.9299326980742321,0.5406593406593406,278.650406504065
270,0.3708379726000871,0.0017024656912801865,0.8854618103580759,0.5626373626373626,266.4154929577465
284,0.8294912136321827,0.001295171562623393,0.9269312846777635,0.3384615384615385,301.37333333333333
285,0.59267076535799,0.0014690866360238851,0.8830544335449125,0.5032967032967033,277.2368421052632
286,0.7254054315728324,0.002515278669661247,0.777618177069731,0.8835164835164835,241.55
289,0.5890690806990366,0.0018503131750328052,0.9384291165916728,0.5846153846153846,276.9548872180451
291,0.001098901098901099,0.0009567620428494258,0.9342753861321065,0.34505494505494505,300.75949367088606
292,0.7261315776734278,0.0010744099673109225,0.9428013145039524,0.33186813186813185,307.0779220779221
295,0.20467638088783463,0.0018271582549057573,0.9085620115358686,0.6241758241758242,277.3706293706294
296,0.04053347533523745,0.0015823662865878806,0.8061007957559682,0.7032967032967032,242.09883720930233
301,0.0114489035193881,0.0012975985111942322,0.902035298918588,0.43736263736263736,277.2772277227723
312,0.2786028949024544,0.001345612514029212,0.8670329147640792,0.45274725274725275,277.311320754717
314,0.9037081860870406,0.0026305902886251645,0.8303938859494415,0.6681318681318681,277.8985507246377
317,0.3060802633489858,0.0014839277738813808,0.9289774501842714,0.5582417582417583,284.92907801418437
325,0.45514837585322165,0.0021006431418673405,0.8203890848499275,0.6703296703296703,260.16339869281046
330,0.510015975214213,0.0025676162558273437,0.7456060273402744,0.9164835164835164,229.67741935483872
337,0.3429588033112262,0.0015975516333355771,0.8906463195691203,0.5208791208791209,270.1
339,0.6701747591615432,0.0024585575067145628,0.7752141375890361,0.734065934065934,250.35119047619048
344,0.8226944861306095,0.0024608219011833386,0.7525818639798488,0.832967032967033,246.73821989528795
351,0.05251004502105823,0.0013189513775887169,0.8699500102019996,0.43736263736263736,275.8217821782178
356,0.032095657646318436,0.0013729688631229629,0.8765080113100848,0.45494505494505494,277.0
363,0.15266979716318924,0.0013489765041666455,0.8994412188414022,0.4725274725274725,279.287037037037
373,0.4745897274531635,0.0015967113289279927,0.8785768389160074,0.48131868131868133,267.1261261261261
379,0.42819867357312286,0.001672103625667228,0.9319006577455206,0.5076923076923077,283.8965517241379
382,0.01290119572057898,0.0014419335760103933,0.9002153484729836,0.4989010989010989,278.4086956521739
395,0.12877474947959527,0.0014678931203442641,0.894431296115829,0.5912087912087912,282.021897810219
409,0.9689596746865469,0.0019425272848868189,0.8467761934283943,0.5604395604395604,265.74418604651163
415,0.3000435687660357,0.0018503635765075121,0.8466862621597032,0.832967032967033,252.41145833333334
418,0.3398508980006777,0.00195558266958147,0.8155409719232083,0.8087912087912088,246.60752688172042
421,0.12530861209275304,0.0017276424262745302,0.9150424897914138,0.6637362637362637,269.83660130718954
427,0.05502735150312242,0.0015048999823477982,0.9379159506327136,0.5582417582417583,282.81889763779526
445,0.49626276806893543,0.0022458717208207776,0.7490403866508538,0.8725274725274725,232.2766990291262
448,0.4886091881686595,0.0016993540541128324,0.8738417490890161,0.432967032967033,266.68
452,0.39214794016556126,0.0016216279582721422,0.8723877612238776,0.44175824175824174,274.94117647058823
60,0.6230672411289151,0.002288760329945436,0.7859004384651957,0.7428571428571429,251.84023668639054
80,0.694413515999419,0.0018288805928505063,0.858729706636286,0.5230769230769231,270.14166666666665
118,0.14045117877716995,0.0012559726213862317,0.8626089639743887,0.35604395604395606,246.14457831325302
121,0.5686062835842571,0.0027276717911518212,0.7244857247729848,0.7802197802197802,231.35227272727272
151,0.05533233286537251,0.0011200082368217899,0.8796282527881041,0.3626373626373626,266.88235294117646
156,0.5830081812460667,0.002873057371527112,0.7167181800462228,0.8351648351648352,235.0855614973262
261,0.9096964709299511,0.0029582380012862096,0.7169091703350247,0.7604395604395604,230.09467455621302
278,0.5003630730502977,0.0024297978722152462,0.7697606320257842,0.7032967032967032,240.11801242236024
316,0.7035823207629375,0.002108504947256436,0.776873744750776,0.6527472527472528,244.93288590604027
329,0.2644188410708234,0.0011850113424224577,0.8464889800102512,0.3384615384615385,236.46835443037975
404,0.2765648448467832,0.0015130312340088737,0.8839204895180853,0.5186813186813187,275.6386554621849
69,0.12635910345161447,0.0019512110893965657,0.818535723154681,0.8153846153846154,245.86243386243387
158,0.9692743379968048,0.0023858785779551097,0.7803730638070586,0.6879120879120879,249.22784810126583
169,0.47296316018782975,0.0025353428482356214,0.6814213310643336,1.024175824175824,223.83690987124464
213,0.13669458295008954,0.0014578671942509242,0.9185229185229186,0.44395604395604393,276.1287128712871
249,0.06752674638137193,0.001407807614396695,0.9021624073794042,0.5076923076923077,270.67826086956524
352,0.1357457520453115,0.002075700354026093,0.7851161020175105,0.8747252747252747,238.75980392156862
12,0.8479982572493585,0.0016198643548030376,0.8591377440347071,0.42417582417582417,288.5578947368421
22,0.584717045069468,0.0011357155659098988,0.9399818813226635,0.2549450549450549,330.62068965517244
24,0.0857481725323135,0.000867017562473886,0.9568552253116012,0.1758241758241758,320.975
25,0.19456358619354214,0.0011473551002215052,0.9556004036326943,0.17142857142857143,323.64102564102564
29,0.25249068112504236,0.0011344367402865818,0.9261272141706924,0.2703296703296703,315.3809523809524
31,0.9202352713365929,0.0013890679339448042,0.9523116126683655,0.16483516483516483,325.81081081081084
34,0.745689112649465,0.0011040199219516855,0.9301699478377924,0.24175824175824176,315.2
36,0.2526552742411773,0.0017592133184504903,0.9229714912280702,0.5494505494505495,293.15833333333336
44,0.22029336302464053,0.0010242823378981002,0.9312030731622141,0.23736263736263735,318.22222222222223
61,0.9604637653095802,0.001287947957500318,0.8132881611142481,0.22857142857142856,247.44230769230768
73,0.010504913588614028,0.0011095545147132599,0.9380196523053665,0.1978021978021978,293.9111111111111
77,0.017548530764389794,0.0009558779709222645,0.8892905558065973,0.2945054945054945,291.02985074626866
