node_id,Degree_Centrality
307,1.597802197802198
321,0.9252747252747253
323,1.7692307692307692
326,1.632967032967033
331,1.701098901098901
336,1.3208791208791208
342,1.501098901098901
349,0.5428571428571428
350,1.353846153846154
354,0.8373626373626374
355,1.221978021978022
360,1.4637362637362636
361,0.8681318681318682
366,1.4857142857142858
368,1.9142857142857144
369,1.5142857142857142
383,1.810989010989011
393,0.9516483516483516
394,1.0857142857142856
396,1.2043956043956043
398,0.5846153846153846
402,1.7230769230769232
406,1.0593406593406594
408,1.6615384615384616
417,0.8549450549450549
420,1.3604395604395605
428,1.5406593406593407
434,1.8725274725274725
435,0.5164835164835165
437,0.5384615384615384
438,0.7912087912087912
441,1.0571428571428572
444,1.221978021978022
8,0.7362637362637363
2,0.5758241758241758
26,0.7736263736263737
33,0.5274725274725275
38,1.0373626373626375
40,1.189010989010989
50,0.6637362637362637
53,1.2065934065934065
65,0.7582417582417582
66,0.9978021978021978
67,0.978021978021978
71,0.9428571428571428
81,0.610989010989011
82,1.389010989010989
84,1.0065934065934066
90,0.810989010989011
123,0.9428571428571428
133,1.0725274725274725
140,0.6659340659340659
142,0.8571428571428571
143,0.8879120879120879
150,0.6879120879120879
162,1.0879120879120878
163,0.7516483516483516
168,0.6285714285714286
180,1.0175824175824175
190,0.9758241758241758
200,1.1472527472527472
222,0.7670329670329671
223,0.4989010989010989
229,0.5868131868131868
237,1.0065934065934066
245,0.5010989010989011
259,0.9076923076923077
272,0.8461538461538461
276,0.7296703296703296
279,0.7538461538461538
305,1.3626373626373627
306,1.3582417582417583
313,1.2197802197802199
319,0.9076923076923077
348,1.2725274725274724
372,0.9692307692307692
376,0.8747252747252747
381,0.9472527472527472
388,0.8769230769230769
390,1.0307692307692307
407,0.8835164835164835
411,0.5274725274725275
423,0.6065934065934065
430,0.5010989010989011
432,0.610989010989011
440,1.167032967032967
449,0.8395604395604396
4,0.4967032967032967
3,0.9604395604395605
5,0.5824175824175825
9,0.9846153846153847
10,0.49230769230769234
11,0.512087912087912
13,0.7934065934065934
18,0.34065934065934067
21,0.6505494505494506
28,0.7142857142857143
39,0.6593406593406593
41,0.8
43,0.7736263736263737
47,0.9714285714285714
51,0.5516483516483517
55,0.9208791208791208
64,0.4703296703296703
72,0.5406593406593406
85,0.6307692307692307
87,0.5318681318681319
91,0.45714285714285713
96,0.6681318681318681
104,0.42637362637362636
106,0.5098901098901099
107,0.5626373626373626
109,0.5252747252747253
125,0.8945054945054945
126,0.5604395604395604
128,0.6351648351648351
130,0.6373626373626373
144,0.6923076923076923
145,0.5252747252747253
147,0.44835164835164837
152,0.6329670329670329
160,0.35824175824175825
161,0.3274725274725275
171,0.4989010989010989
175,0.3362637362637363
179,0.5428571428571428
189,0.5956043956043956
192,0.7978021978021979
194,0.4879120879120879
206,0.3934065934065934
210,0.7626373626373626
215,0.46813186813186813
219,0.9956043956043956
228,0.5186813186813187
231,0.37362637362637363
232,0.3010989010989011
238,0.4461538461538462
240,0.8615384615384616
244,0.6901098901098901
250,0.6307692307692307
260,0.45274725274725275
263,0.6461538461538462
265,0.5406593406593406
270,0.5626373626373626
284,0.3384615384615385
285,0.5032967032967033
286,0.8835164835164835
289,0.5846153846153846
291,0.34505494505494505
292,0.33186813186813185
295,0.6241758241758242
296,0.7032967032967032
301,0.43736263736263736
312,0.45274725274725275
314,0.6681318681318681
317,0.5582417582417583
325,0.6703296703296703
330,0.9164835164835164
337,0.5208791208791209
339,0.734065934065934
344,0.832967032967033
351,0.43736263736263736
356,0.45494505494505494
363,0.4725274725274725
373,0.48131868131868133
379,0.5076923076923077
382,0.4989010989010989
395,0.5912087912087912
409,0.5604395604395604
415,0.832967032967033
418,0.8087912087912088
421,0.6637362637362637
427,0.5582417582417583
445,0.8725274725274725
448,0.432967032967033
452,0.44175824175824174
60,0.7428571428571429
80,0.5230769230769231
118,0.35604395604395606
121,0.7802197802197802
151,0.3626373626373626
156,0.8351648351648352
261,0.7604395604395604
278,0.7032967032967032
316,0.6527472527472528
329,0.3384615384615385
404,0.5186813186813187
69,0.8153846153846154
158,0.6879120879120879
169,1.024175824175824
213,0.44395604395604393
249,0.5076923076923077
352,0.8747252747252747
12,0.42417582417582417
22,0.2549450549450549
24,0.1758241758241758
25,0.17142857142857143
29,0.2703296703296703
31,0.16483516483516483
34,0.24175824175824176
36,0.5494505494505495
44,0.23736263736263735
61,0.22857142857142856
73,0.1978021978021978
77,0.2945054945054945
92,0.22857142857142856
93,0.2725274725274725
98,0.21978021978021978
99,0.46593406593406594
103,0.4835164835164835
108,0.24615384615384617
119,0.7296703296703296
122,0.48131868131868133
131,0.27472527472527475
132,0.41098901098901097
146,0.17142857142857143
155,0.1824175824175824
165,0.24175824175824176
172,0.7318681318681318
182,0.6615384615384615
183,0.18021978021978022
197,0.27912087912087913
203,0.2175824175824176
207,0.5604395604395604
211,0.6263736263736264
233,0.5142857142857142
248,0.6241758241758242
253,0.2
267,0.621978021978022
277,0.16703296703296702
282,0.2923076923076923
288,0.432967032967033
299,0.3362637362637363
315,0.27912087912087913
320,0.1978021978021978
333,0.24835164835164836
334,0.22197802197802197
335,0.1758241758241758
353,0.189010989010989
357,0.2681318681318681
358,0.1978021978021978
362,0.1978021978021978
365,0.5736263736263736
371,0.17802197802197803
377,0.2879120879120879
380,0.3076923076923077
384,0.2021978021978022
385,0.3076923076923077
389,0.5186813186813187
392,0.189010989010989
400,0.3824175824175824
403,0.676923076923077
405,0.34065934065934067
410,0.189010989010989
412,0.5252747252747253
414,0.34065934065934067
425,0.21978021978021978
429,0.6175824175824176
431,0.2
442,0.1956043956043956
443,0.5076923076923077
450,0.27692307692307694
17,0.5582417582417583
20,0.33186813186813185
56,0.4043956043956044
75,0.24615384615384617
79,0.09230769230769231
114,0.2945054945054945
116,0.34505494505494505
149,0.33406593406593404
174,0.25054945054945055
181,0.42417582417582417
186,0.2835164835164835
224,0.3098901098901099
234,0.4021978021978022
236,0.421978021978022
239,0.5164835164835165
243,0.4901098901098901
273,0.26373626373626374
311,0.2923076923076923
328,0.378021978021978
345,0.4593406593406593
346,0.47912087912087914
370,0.4703296703296703
374,0.26593406593406593
422,0.3230769230769231
424,0.5274725274725275
455,0.3868131868131868
196,0.2571428571428571
212,0.3010989010989011
327,0.22417582417582418
359,0.1934065934065934
111,0.5538461538461539
164,0.512087912087912
281,0.5076923076923077
117,0.5736263736263736
258,0.23736263736263735
303,0.23516483516483516
436,0.23076923076923078
30,0.13406593406593406
35,0.35824175824175825
37,0.12967032967032968
62,0.34065934065934067
89,0.3824175824175824
105,0.12967032967032968
124,0.5142857142857142
199,0.4
208,0.1054945054945055
209,0.3956043956043956
216,0.14065934065934066
218,0.13846153846153847
220,0.13406593406593406
283,0.24615384615384617
297,0.12967032967032968
300,0.18021978021978022
318,0.2
322,0.3824175824175824
338,0.27912087912087913
386,0.16923076923076924
391,0.3824175824175824
399,0.4175824175824176
426,0.1010989010989011
433,0.3120879120879121
439,0.31868131868131866
453,0.3142857142857143
54,0.26593406593406593
59,0.2835164835164835
83,0.2703296703296703
97,0.27912087912087913
137,0.27472527472527475
198,0.24835164835164836
214,0.26593406593406593
255,0.29010989010989013
341,0.2857142857142857
48,0.22637362637362637
120,0.15164835164835164
135,0.0879120879120879
187,0.14945054945054945
188,0.15604395604395604
226,0.2021978021978022
254,0.14945054945054945
332,0.09230769230769231
387,0.09230769230769231
447,0.3230769230769231
375,0.2
141,0.17802197802197803
191,0.25274725274725274
287,0.2
310,0.25274725274725274
148,0.09010989010989011
42,0.03956043956043956
397,0.03736263736263736
58,0.15824175824175823
88,0.1824175824175824
343,0.026373626373626374
454,0.02857142857142857
340,0.11648351648351649
446,0.11648351648351649
177,0.1054945054945055
205,0.1076923076923077
225,0.10329670329670329
