node_id,Pagerank_Values
356.0,0.0015825873628960156
363.0,0.001618149561844266
373.0,0.0018578538554246723
379.0,0.0019294478050208203
382.0,0.001672913941234896
395.0,0.0017013163206660257
409.0,0.002283479821493125
415.0,0.00212708890159428
418.0,0.002257420358835934
421.0,0.0020741997672160807
427.0,0.0018041892780141363
445.0,0.0026403184277659637
448.0,0.0020434149119142406
452.0,0.001946122471881319
60.0,0.0026438057760119578
80.0,0.0021799032558938785
118.0,0.0014450341711687007
121.0,0.0032210102026505164
151.0,0.0013006234698674146
156.0,0.003357003585228376
261.0,0.003507346462533175
278.0,0.002865256993030582
316.0,0.0024780861085841347
329.0,0.0013644564924112702
404.0,0.0017619387218180426
69.0,0.002191545827680259
158.0,0.0026698636252799894
169.0,0.002669022325938225
213.0,0.0017672507247492677
249.0,0.0017066816544027094
352.0,0.0023342348923980167
12.0,0.0018313294991304627
22.0,0.0013528467402444855
29.0,0.0013424856175156803
34.0,0.0012166224492140367
36.0,0.0018372280618333065
44.0,0.0011264071632892984
77.0,0.0011427576801557125
93.0,0.0018920871259382448
99.0,0.001878663268135928
103.0,0.002082953489883839
108.0,0.0009465708928463005
119.0,0.0024241498587083362
122.0,0.0026790815701622853
131.0,0.0011094916316694901
155.0,0.0014299826248788633
165.0,0.001022610255026242
172.0,0.0032591032699427302
182.0,0.0028120080815109885
197.0,0.0011037552088528156
211.0,0.00197966191724114
233.0,0.0016279252713236384
248.0,0.0022402634441601958
253.0,0.0010683355640514194
267.0,0.0021315948454412675
282.0,0.0011610769026377957
288.0,0.0019230691934655592
315.0,0.0011128806617816942
333.0,0.0013467447883158525
357.0,0.0012942128198708855
362.0,0.0011205948792049384
365.0,0.0019354107899061577
385.0,0.0011647868678277345
389.0,0.0016343629178893254
403.0,0.0020369236605026994
412.0,0.00216956720114921
443.0,0.0015950562815750518
450.0,0.0010678932813810856
17.0,0.0019837379243486733
20.0,0.0013088681731771867
56.0,0.0019386026810468302
75.0,0.0012987000778154653
79.0,0.0007804179452000064
114.0,0.0014392588145621926
116.0,0.001290373858666189
149.0,0.0013607483979020784
174.0,0.002034879781319718
181.0,0.001975391371438858
186.0,0.0012620753680417458
224.0,0.0017328404517125756
234.0,0.0020999934108532
236.0,0.0017861832977152166
239.0,0.004414718033021064
243.0,0.0022844195949160103
273.0,0.0012854658885806172
311.0,0.0012513452878352804
328.0,0.0014629806374315114
345.0,0.002573025412244597
346.0,0.0019045578596380021
370.0,0.0024642990602019134
374.0,0.0012069339738305354
422.0,0.0012349266568419572
424.0,0.001838890384128724
455.0,0.0014521253109078395
196.0,0.0011181497769459441
327.0,0.0013837723429606713
359.0,0.001092350143930464
111.0,0.0019278337227693191
164.0,0.002140607906736004
281.0,0.0016861795504358082
117.0,0.0021115579322870067
258.0,0.0012977009582719324
303.0,0.0012423736497698958
436.0,0.0011402750351330953
30.0,0.0013800688183635838
35.0,0.001650495310752957
37.0,0.0011647000718578973
62.0,0.001712229590373462
89.0,0.003719852237411724
105.0,0.0014243708625224097
124.0,0.005372922509496527
199.0,0.002036099849111982
208.0,0.0008098928696768713
209.0,0.002186776350748783
216.0,0.001065451287498103
218.0,0.0011148753300654645
220.0,0.001231310657251789
283.0,0.0017866734668508571
297.0,0.0013025212680159665
300.0,0.0011591369912163146
318.0,0.0013388965445849076
322.0,0.0038714938280620167
338.0,0.00151745210246967
386.0,0.0015422428278503845
391.0,0.0025520948982487215
399.0,0.0015420473389766616
426.0,0.0010664962272895892
433.0,0.0017100052755582597
439.0,0.0015108474839972896
453.0,0.0014640438238240402
54.0,0.0011057754751191001
59.0,0.001088601325329893
83.0,0.001086628755479759
97.0,0.0011197333868139337
137.0,0.001115762412684799
198.0,0.0011696679226606656
214.0,0.00138013267428405
255.0,0.0010782442463111934
341.0,0.0010786887991462778
48.0,0.0010836585691984927
120.0,0.0006718521047704728
135.0,0.0008330015641351315
187.0,0.0006778508656577857
188.0,0.0008237812770266084
226.0,0.000995332892911439
254.0,0.0007496879039382942
332.0,0.0008168604723750818
387.0,0.0008298426824388019
447.0,0.0011991774171954148
375.0,0.0012788706289171717
191.0,0.0013275506767693266
310.0,0.0011717434510037901
177.0,0.0008630356097089185
205.0,0.0009391329345290573
225.0,0.0008091610612653826
