Edge_Number,Degree_Centrality
216.0,0.15681233933161953
218.0,0.16195372750642673
220.0,0.15681233933161953
283.0,0.2853470437017995
297.0,0.15167095115681234
300.0,0.2030848329048843
318.0,0.2262210796915167
322.0,0.416452442159383
338.0,0.30591259640102825
386.0,0.1979434447300771
391.0,0.416452442159383
399.0,0.4627249357326478
426.0,0.11825192802056554
433.0,0.33419023136246784
439.0,0.34704370179948585
453.0,0.33676092544987146
54.0,0.2982005141388175
59.0,0.31876606683804626
83.0,0.3033419023136247
97.0,0.31362467866323906
137.0,0.30848329048843187
198.0,0.27763496143958866
214.0,0.2982005141388175
255.0,0.326478149100257
341.0,0.3213367609254498
48.0,0.2622107969151671
120.0,0.1722365038560411
135.0,0.09768637532133675
187.0,0.16966580976863752
188.0,0.1773778920308483
226.0,0.2287917737789203
254.0,0.16966580976863752
332.0,0.10282776349614395
387.0,0.10282776349614395
447.0,0.37017994858611825
375.0,0.2287917737789203
191.0,0.28277634961439585
310.0,0.28277634961439585
177.0,0.11825192802056554
205.0,0.12082262210796914
225.0,0.11568123393316194
